# i, x, y, real(q), imag(q)
2826 3.75745 0.965915 0.462819 -0.299114
2827 3.73053 0.946245 0.375202 -0.267489
2828 3.70678 0.919005 0.346152 -0.292442
2829 3.68647 0.885593 0.357702 -0.360814
2830 3.66955 0.847744 0.388128 -0.46179
2831 3.65568 0.807404 0.41855 -0.588151
2832 3.64423 0.766591 0.433467 -0.737199
2833 3.63429 0.727257 0.424665 -0.907532
2834 3.6248 0.69115 0.388783 -1.10298
2835 3.61457 0.659698 0.330061 -1.32676
2836 3.60241 0.633922 0.260006 -1.56446
2837 3.58723 0.614371 0.202073 -1.72787
2838 3.56813 0.601103 0.185448 -1.65972
2839 3.54451 0.593692 0.219144 -1.39544
2840 3.51611 0.591281 0.280487 -1.11977
2841 3.48307 0.592658 0.341258 -0.904633
2842 3.44592 0.596352 0.38581 -0.746212
2843 3.40559 0.600758 0.407788 -0.630601
2844 3.36334 0.604254 0.412087 -0.546455
2845 3.3207 0.605324 0.41003 -0.493325
2846 3.27933 0.602667 0.420608 -0.471116
2847 3.24093 0.595278 0.465842 -0.483179
2848 3.20712 0.58252 0.565322 -0.528289
2849 3.17929 0.564146 0.723024 -0.595384
2850 3.15853 0.540302 0.908523 -0.65891
2851 3.14549 0.5115 1.06565 -0.694609
2852 3.14036 0.478552 1.162 -0.703221
2853 3.14283 0.442499 1.20434 -0.701802
2854 3.15209 0.404509 1.20852 -0.701383
2855 3.16689 0.365782 1.18186 -0.701095
2856 3.18561 0.327452 1.12405 -0.690957
2857 3.20637 0.290494 1.03133 -0.654181
2858 3.22716 0.255656 0.900339 -0.567505
2859 3.24598 0.223412 0.72962 -0.398036
2860 3.26098 0.193936 0.52089 -0.0984384
2861 3.27061 0.16711 0.284428 0.388215
2862 3.2737 0.14255 0.0633492 1.05553
2863 3.26958 0.119666 -0.0430983 1.6582
2864 3.25812 0.0977261 0.0147776 1.92217
2865 3.23974 0.0759404 0.171216 1.90627
2866 3.2154 0.0535466 0.358105 1.75817
2867 3.18652 0.029889 0.541576 1.55538
2868 3.15489 0.00448729 0.705469 1.33772
2869 3.12254 -0.0229123 0.84098 1.13029
2870 3.09163 -0.052309 0.944295 0.955238
2871 3.06426 -0.0834433 1.01265 0.829456
2872 3.04233 -0.115819 1.04044 0.764115
2873 3.02744 -0.148749 1.01432 0.760353
2874 3.02076 -0.181417 0.913618 0.802899
2875 3.02294 -0.212958 0.731729 0.857201
2876 3.03408 -0.242546 0.509312 0.892214
2877 3.05376 -0.269469 0.31313 0.912567
2878 3.081 -0.293217 0.178084 0.947509
2879 3.11441 -0.313532 0.0987008 1.02196
2880 3.15226 -0.33045 0.0515723 1.14818
2881 3.1926 -0.344317 0.0103511 1.32843
2882 3.23341 -0.355771 -0.0479778 1.55902
2883 3.27274 -0.365705 -0.139895 1.83456
2884 3.30885 -0.375198 -0.274538 2.15004
2885 3.3403 -0.385431 -0.451264 2.49444
2886 3.36608 -0.397594 -0.649266 2.81687
2887 3.38563 -0.412775 -0.793612 2.93793
2888 3.3989 -0.431869 -0.767239 2.61482
2889 3.40631 -0.455486 -0.583202 1.98849
2890 3.40872 -0.483886 -0.369611 1.40005
2891 3.40734 -0.516931 -0.195501 0.955034
2892 3.40365 -0.554082 -0.0752622 0.632581
2893 3.39924 -0.594412 -0.00638911 0.39789
2894 3.39575 -0.636657 0.020321 0.224991
2895 3.39468 -0.6793 0.0204646 0.0973903
2896 3.39733 -0.720673 0.0167555 0.00261169
2897 3.40472 -0.759072 0.0384942 -0.0655773
2898 3.41748 -0.792883 0.118462 -0.108143
2899 3.43585 -0.820707 0.280268 -0.118543
2900 3.4597 -0.841471 0.510067 -0.088793
2901 3.4885 -0.854511 0.744342 -0.0240198
2902 3.52145 -0.85964 0.920357 0.0558767
2903 3.5575 -0.85717 1.02103 0.133834
2904 3.59549 -0.847909 1.05706 0.203905
2905 3.63422 -0.833109 1.04179 0.266407
2906 3.67255 -0.814389 0.984168 0.322447
2907 3.70951 -0.79363 0.890008 0.370176
2908 3.74434 -0.772841 0.764249 0.402405
2909 3.77659 -0.754021 0.610874 0.405417
2910 3.80606 -0.739018 0.432543 0.356452
2911 3.83289 -0.729392 0.230217 0.223856
2912 3.85745 -0.726302 0.0163037 -0.0118827
2913 3.88033 -0.730421 -0.153578 -0.274524
2914 3.90227 -0.741881 -0.231574 -0.427394
2915 3.92406 -0.760258 -0.24639 -0.449193
2916 3.94645 -0.784598 -0.238064 -0.386769
2917 3.97011 -0.81348 -0.222965 -0.276736
2918 3.99551 -0.845112 -0.205339 -0.143472
2919 4.02291 -0.877456 -0.184979 -0.00469951
2920 4.05231 -0.908367 -0.164601 0.122522
2921 4.08344 -0.935743 -0.147796 0.220676
2922 4.11582 -0.95767 -0.141889 0.26846
2923 4.14875 -0.972557 -0.152427 0.239012
2924 4.18142 -0.979239 -0.178284 0.106067
2925 4.21296 -0.977061 -0.205411 -0.128417
2926 4.24255 -0.965915 -0.213307 -0.407719
2927 4.26947 -0.946245 -0.193185 -0.659466
2928 4.29322 -0.919005 -0.150876 -0.853364
2929 4.31353 -0.885593 -0.0947619 -0.996973
2930 4.33045 -0.847744 -0.0288847 -1.10905
2931 4.34432 -0.807404 0.0482368 -1.20871
2932 4.35577 -0.766591 0.143354 -1.3119
2933 4.36571 -0.727257 0.269069 -1.43198
2934 4.3752 -0.69115 0.446037 -1.57923
2935 4.38543 -0.659698 0.702648 -1.75528
2936 4.39759 -0.633922 1.06144 -1.92942
2937 4.41277 -0.614371 1.4693 -1.97909
2938 4.43187 -0.601103 1.71255 -1.73851
2939 4.45549 -0.593692 1.66581 -1.29792
2940 4.48389 -0.591281 1.45686 -0.883957
2941 4.51693 -0.592658 1.2037 -0.573309
2942 4.55408 -0.596352 0.950566 -0.35988
2943 4.59441 -0.600758 0.717203 -0.226764
2944 4.63666 -0.604254 0.518734 -0.159298
2945 4.6793 -0.605324 0.369056 -0.142449
2946 4.72067 -0.602667 0.278632 -0.157265
2947 4.75907 -0.595278 0.252076 -0.176772
2948 4.79288 -0.58252 0.283793 -0.165142
2949 4.82071 -0.564146 0.352041 -0.0826718
2950 4.84147 -0.540302 0.416606 0.0888807
2951 4.85451 -0.5115 0.442674 0.313331
2952 4.85964 -0.478552 0.435036 0.522138
2953 4.85717 -0.442499 0.427827 0.670669
2954 4.84791 -0.404509 0.454123 0.746809
2955 4.83311 -0.365782 0.5358 0.752982
2956 4.81439 -0.327452 0.684518 0.69642
2957 4.79363 -0.290494 0.906442 0.587085
2958 4.77284 -0.255656 1.20556 0.436835
2959 4.75402 -0.223412 1.58977 0.258224
2960 4.73902 -0.193936 2.06864 0.0646235
2961 4.72939 -0.16711 2.62364 -0.12587
2962 4.7263 -0.14255 3.0949 -0.271873
2963 4.73042 -0.119666 3.14747 -0.309369
2964 4.74188 -0.0977261 2.76367 -0.246051
2965 4.76026 -0.0759404 2.27109 -0.155901
2966 4.7846 -0.0535466 1.83821 -0.0776894
2967 4.81348 -0.029889 1.48494 -0.0160383
2968 4.84511 -0.00448729 1.19658 0.0364046
2969 4.87746 0.0229123 0.957885 0.0890173
2970 4.90837 0.052309 0.756785 0.150735
2971 4.93574 0.0834433 0.583813 0.228138
2972 4.95767 0.115819 0.430192 0.319776
2973 4.97256 0.148749 0.291868 0.413748
2974 4.97924 0.181417 0.174817 0.481346
2975 4.97706 0.212958 0.0997382 0.484215
2976 4.96592 0.242546 0.0894345 0.409216
2977 4.94624 0.269469 0.146006 0.289495
2978 4.919 0.293217 0.253366 0.170098
2979 4.88559 0.313532 0.395351 0.0777769
2980 4.84774 0.33045 0.560724 0.0227876
2981 4.8074 0.344317 0.741948 0.00779848
2982 4.76659 0.355771 0.929128 0.0343665
2983 4.72726 0.365705 1.11133 0.107495
2984 4.69115 0.375198 1.2718 0.241838
2985 4.6597 0.385431 1.38273 0.466422
2986 4.63392 0.397594 1.38673 0.820354
2987 4.61437 0.412775 1.17744 1.29521
2988 4.6011 0.431869 0.719223 1.71289
2989 4.59369 0.455486 0.219449 1.9021
2990 4.59128 0.483886 -0.142658 1.92848
2991 4.59266 0.516931 -0.365165 1.8889
2992 4.59635 0.554082 -0.489177 1.81894
2993 4.60076 0.594412 -0.546065 1.72671
2994 4.60425 0.636657 -0.554202 1.61506
2995 4.60532 0.6793 -0.525853 1.48668
2996 4.60267 0.720673 -0.471454 1.34837
2997 4.59528 0.759072 -0.401274 1.20574
2998 4.58252 0.792883 -0.32974 1.06617
2999 4.56415 0.820707 -0.277141 0.939309
3000 1 0 2.64816 -1.82427
3001 0.995411 0.031282 2.39583 -2.0075
3002 0.981925 0.0617775 2.39588 -2.23754
3003 0.960367 0.0907814 2.6209 -2.50552
3004 0.932048 0.117745 2.99399 -2.82073
3005 0.89867 0.142335 3.42707 -3.17962
3006 0.862208 0.164475 3.8384 -3.56713
3007 0.824771 0.184358 4.15339 -3.95629
3008 0.788455 0.202441 4.30126 -4.31026
3009 0.755197 0.219405 4.20206 -4.57855
3010 0.726646 0.236102 3.73516 -4.67508
3011 0.704052 0.253474 2.69943 -4.42475
3012 0.688182 0.272471 0.889553 -3.52211
3013 0.679284 0.293953 -1.34088 -1.93422
3014 0.677073 0.318606 -3.05514 -0.349528
3015 0.680766 0.346867 -3.97737 0.726487
3016 0.689148 0.378862 -4.38484 1.34349
3017 0.700669 0.414374 -4.50463 1.65327
3018 0.713562 0.45284 -4.45487 1.76581
3019 0.725974 0.493372 -4.28905 1.75098
3020 0.736102 0.534809 -4.02672 1.65771
3021 0.742316 0.575799 -3.66607 1.52497
3022 0.743274 0.61489 -3.18913 1.3858
3023 0.738009 0.650642 -2.5708 1.26738
3024 0.725981 0.681742 -1.81051 1.18848
3025 0.707107 0.707107 -1.00619 1.15862
3026 0.681742 0.725981 -0.360947 1.17844
3027 0.650642 0.738009 -0.0338877 1.24776
3028 0.61489 0.743274 -0.0260569 1.35884
3029 0.575799 0.742316 -0.259899 1.50354
3030 0.534809 0.736102 -0.656607 1.6696
3031 0.493372 0.725974 -1.1568 1.84596
3032 0.45284 0.713562 -1.71864 2.02489
3033 0.414374 0.700669 -2.31413 2.20349
3034 0.378862 0.689148 -2.92414 2.38096
3035 0.346867 0.680766 -3.51891 2.5447
3036 0.318606 0.677073 -3.99726 2.63234
3037 0.293953 0.679284 -4.05417 2.46247
3038 0.272471 0.688182 -3.32951 1.86045
3039 0.253474 0.704052 -2.12685 1.05254
3040 0.236102 0.726646 -1.01549 0.363076
3041 0.219405 0.755197 -0.147263 -0.146233
3042 0.202441 0.788455 0.515345 -0.50973
3043 0.184358 0.824771 1.01718 -0.75989
3044 0.164475 0.862208 1.37752 -0.914712
3045 0.142335 0.89867 1.59201 -0.982198
3046 0.117745 0.932048 1.63907 -0.964456
3047 0.0907814 0.960367 1.48432 -0.859289
3048 0.0617775 0.981925 1.08836 -0.663159
3049 0.031282 0.995411 0.440901 -0.382207
3050 -1.27104e-15 1 -0.367464 -0.0619787
3051 -0.031282 0.995411 -1.11671 0.217991
3052 -0.0617775 0.981925 -1.64134 0.395064
3053 -0.0907814 0.960367 -1.91997 0.478495
3054 -0.117745 0.932048 -2.02261 0.500208
3055 -0.142335 0.89867 -2.01196 0.490042
3056 -0.164475 0.862208 -1.92586 0.464057
3057 -0.184358 0.824771 -1.77528 0.424894
3058 -0.202441 0.788455 -1.54527 0.360258
3059 -0.219405 0.755197 -1.18964 0.238827
3060 -0.236102 0.726646 -0.620954 0.00264417
3061 -0.253474 0.704052 0.283875 -0.433478
3062 -0.272471 0.688182 1.55602 -1.11539
3063 -0.293953 0.679284 2.77203 -1.83285
3064 -0.318606 0.677073 3.38804 -2.26964
3065 -0.346867 0.680766 3.45956 -2.42152
3066 -0.378862 0.689148 3.23657 -2.40605
3067 -0.414374 0.700669 2.85902 -2.29122
3068 -0.45284 0.713562 2.40386 -2.11609
3069 -0.493372 0.725974 1.93137 -1.91507
3070 -0.534809 0.736102 1.50441 -1.72706
3071 -0.575799 0.742316 1.1915 -1.59412
3072 -0.61489 0.743274 1.06516 -1.55583
3073 -0.650642 0.738009 1.19453 -1.63898
3074 -0.681742 0.725981 1.61592 -1.83811
3075 -0.707107 0.707107 2.2654 -2.09204
3076 -0.725981 0.681742 2.96506 -2.31691
3077 -0.738009 0.650642 3.56185 -2.48307
3078 -0.743274 0.61489 4.03399 -2.61943
3079 -0.742316 0.575799 4.4212 -2.75822
3080 -0.736102 0.534809 4.75916 -2.909
3081 -0.725974 0.493372 5.06331 -3.06456
3082 -0.713562 0.45284 5.33352 -3.21086
3083 -0.700669 0.414374 5.559 -3.3351
3084 -0.689148 0.378862 5.71521 -3.42891
3085 -0.680766 0.346867 5.73849 -3.47989
3086 -0.677073 0.318606 5.46103 -3.44
3087 -0.679284 0.293953 4.54048 -3.16716
3088 -0.688182 0.272471 2.85981 -2.55508
3089 -0.704052 0.253474 1.10462 -1.86146
3090 -0.726646 0.236102 -0.15052 -1.36741
3091 -0.755197 0.219405 -0.918537 -1.08109
3092 -0.788455 0.202441 -1.34398 -0.928894
3093 -0.824771 0.184358 -1.53329 -0.853464
3094 -0.862208 0.164475 -1.55536 -0.822936
3095 -0.89867 0.142335 -1.46349 -0.82328
3096 -0.932048 0.117745 -1.30948 -0.849402
3097 -0.960367 0.0907814 -1.14982 -0.896826
3098 -0.981925 0.0617775 -1.04575 -0.951832
3099 -0.995411 0.031282 -1.0548 -0.98349
3100 -1 4.56336e-15 -1.19929 -0.946516
3101 -0.995411 -0.031282 -1.44146 -0.832902
3102 -0.981925 -0.0617775 -1.70271 -0.674811
3103 -0.960367 -0.0907814 -1.93525 -0.529036
3104 -0.932048 -0.117745 -2.11612 -0.415283
3105 -0.89867 -0.142335 -2.23601 -0.334843
3106 -0.862208 -0.164475 -2.28759 -0.275781
3107 -0.824771 -0.184358 -2.26537 -0.221872
3108 -0.788455 -0.202441 -2.16402 -0.157246
3109 -0.755197 -0.219405 -1.97236 -0.0718103
3110 -0.726646 -0.236102 -1.65849 0.0312123
3111 -0.704052 -0.253474 -1.15196 0.121298
3112 -0.688182 -0.272471 -0.369913 0.115593
3113 -0.679284 -0.293953 0.559473 -0.0737449
3114 -0.677073 -0.318606 1.28552 -0.40587
3115 -0.680766 -0.346867 1.70802 -0.768406
3116 -0.689148 -0.378862 1.93165 -1.10483
3117 -0.700669 -0.414374 2.03633 -1.39211
3118 -0.713562 -0.45284 2.05948 -1.61481
3119 -0.725974 -0.493372 2.01726 -1.76208
3120 -0.736102 -0.534809 1.91847 -1.82918
3121 -0.742316 -0.575799 1.76913 -1.8172
3122 -0.743274 -0.61489 1.57168 -1.73014
3123 -0.738009 -0.650642 1.3224 -1.57155
3124 -0.725981 -0.681742 1.01664 -1.34782
3125 -0.707107 -0.707107 0.673536 -1.08892
3126 -0.681742 -0.725981 0.358818 -0.86102
3127 -0.650642 -0.738009 0.137586 -0.721697
3128 -0.61489 -0.743274 0.028548 -0.672759
3129 -0.575799 -0.742316 0.0129876 -0.676785
3130 -0.534809 -0.736102 0.0642615 -0.685675
3131 -0.493372 -0.725974 0.156057 -0.653992
3132 -0.45284 -0.713562 0.264173 -0.542568
3133 -0.414374 -0.700669 0.366882 -0.318252
3134 -0.378862 -0.689148 0.44483 0.050107
3135 -0.346867 -0.680766 0.47762 0.596182
3136 -0.318606 -0.677073 0.436685 1.34052
3137 -0.293953 -0.679284 0.282411 2.18136
3138 -0.272471 -0.688182 0.0243933 2.7514
3139 -0.253474 -0.704052 -0.225336 2.82896
3140 -0.236102 -0.726646 -0.398861 2.63964
3141 -0.219405 -0.755197 -0.518556 2.40266
3142 -0.202441 -0.788455 -0.613522 2.19328
3143 -0.184358 -0.824771 -0.700765 2.0259
3144 -0.164475 -0.862208 -0.785975 1.89331
3145 -0.142335 -0.89867 -0.865219 1.77873
3146 -0.117745 -0.932048 -0.923929 1.65672
3147 -0.0907814 -0.960367 -0.932962 1.4911
3148 -0.0617775 -0.981925 -0.843744 1.23458
3149 -0.031282 -0.995411 -0.596186 0.844372
3150 -1.35064e-14 -1 -0.167554 0.334869
3151 0.031282 -0.995411 0.359099 -0.179225
3152 0.0617775 -0.981925 0.846304 -0.564438
3153 0.0907814 -0.960367 1.21107 -0.773801
3154 0.117745 -0.932048 1.43926 -0.825066
3155 0.142335 -0.89867 1.543 -0.75543
3156 0.164475 -0.862208 1.53972 -0.602445
3157 0.184358 -0.824771 1.44584 -0.403641
3158 0.202441 -0.788455 1.27396 -0.199127
3159 0.219405 -0.755197 1.02849 -0.0356437
3160 0.236102 -0.726646 0.699889 0.0270745
3161 0.253474 -0.704052 0.263036 -0.0907311
3162 0.272471 -0.688182 -0.278046 -0.453019
3163 0.293953 -0.679284 -0.771427 -0.960613
3164 0.318606 -0.677073 -1.0365 -1.34526
3165 0.346867 -0.680766 -1.11241 -1.52212
3166 0.378862 -0.689148 -1.09583 -1.5585
3167 0.414374 -0.700669 -1.03022 -1.51689
3168 0.45284 -0.713562 -0.926939 -1.44051
3169 0.493372 -0.725974 -0.786064 -1.35953
3170 0.534809 -0.736102 -0.608541 -1.29302
3171 0.575799 -0.742316 -0.403133 -1.24633
3172 0.61489 -0.743274 -0.19289 -1.20726
3173 0.650642 -0.738009 -0.023423 -1.14246
3174 0.681742 -0.725981 0.0323416 -1.00204
3175 0.707107 -0.707107 -0.100236 -0.753372
3176 0.725981 -0.681742 -0.421734 -0.440478
3177 0.738009 -0.650642 -0.840024 -0.164015
3178 0.743274 -0.61489 -1.25305 0.000767209
3179 0.742316 -0.575799 -1.59959 0.0279907
3180 0.736102 -0.534809 -1.84689 -0.0851255
3181 0.725974 -0.493372 -1.97402 -0.335976
3182 0.713562 -0.45284 -1.96194 -0.725795
3183 0.700669 -0.414374 -1.78354 -1.2685
3184 0.689148 -0.378862 -1.38738 -2.00206
3185 0.680766 -0.346867 -0.672828 -2.99243
3186 0.677073 -0.318606 0.519036 -4.28617
3187 0.679284 -0.293953 2.26056 -5.67258
3188 0.688182 -0.272471 4.0558 -6.43047
3189 0.704052 -0.253474 5.18418 -6.23695
3190 0.726646 -0.236102 5.66999 -5.60037
3191 0.755197 -0.219405 5.81518 -4.90009
3192 0.788455 -0.202441 5.77521 -4.23439
3193 0.824771 -0.184358 5.6079 -3.61801
3194 0.862208 -0.164475 5.33669 -3.05669
3195 0.89867 -0.142335 4.97939 -2.56489
3196 0.932048 -0.117745 4.55505 -2.16373
3197 0.960367 -0.0907814 4.08277 -1.87627
3198 0.981925 -0.0617775 3.58136 -1.72321
3199 0.995411 -0.031282 3.07968 -1.71194
