# i, x, y, real(q), imag(q)
1155 -0.608325 -11.3234 2.1908 -1.08842
1156 -0.607065 -11.366 2.30432 -1.02637
1157 -0.603382 -11.4083 2.36731 -0.87955
1158 -0.598798 -11.4486 2.36302 -0.644412
1159 -0.59494 -11.4857 2.25978 -0.320765
1160 -0.593417 -11.5187 2.0108 0.0829335
1161 -0.595702 -11.5471 1.51493 0.541489
1162 -0.603008 -11.5708 0.64671 0.955893
1163 -0.616192 -11.5899 -0.475325 1.12764
1164 -0.635676 -11.6052 -1.41801 1.01377
1165 -0.661398 -11.6175 -2.01898 0.792386
1166 -0.692803 -11.6279 -2.38327 0.587765
1167 -0.728868 -11.6375 -2.60369 0.43303
1168 -0.768158 -11.6476 -2.72534 0.32407
1169 -0.808919 -11.6593 -2.76749 0.243871
1170 -0.849198 -11.6733 -2.73826 0.166901
1171 -0.886972 -11.6904 -2.64181 0.0628439
1172 -0.920293 -11.7109 -2.47332 -0.0961079
1173 -0.947428 -11.7347 -2.21869 -0.330479
1174 -0.966979 -11.7617 -1.86222 -0.633617
1175 -0.977994 -11.7914 -1.42992 -0.947151
1176 -0.980032 -11.8229 -1.02575 -1.18211
1177 -0.973205 -11.8556 -0.761387 -1.29902
1178 -0.958173 -11.8884 -0.665184 -1.3243
1179 -0.936103 -11.9207 -0.697089 -1.29739
1180 -0.90859 -11.9517 -0.795081 -1.24375
1181 -0.877549 -11.981 -0.897916 -1.17678
1182 -0.845084 -12.0082 -0.946618 -1.11016
1183 -0.81334 -12.0335 -0.888757 -1.06075
1184 -0.784353 -12.057 -0.660884 -1.06242
1185 -0.759914 -12.0793 -0.179297 -1.16934
1186 -0.741441 -12.101 0.666268 -1.45346
1187 -0.729885 -12.1229 1.8963 -1.93622
1188 -0.725664 -12.1458 3.11658 -2.4292
1189 -0.728645 -12.1703 3.81184 -2.70877
1190 -0.738153 -12.1972 4.03346 -2.81103
1191 -0.753025 -12.2267 4.02957 -2.82863
1192 -0.771702 -12.2591 3.93036 -2.79758
1193 -0.792336 -12.294 3.7905 -2.73053
1194 -0.812932 -12.3311 3.63241 -2.63878
1195 -0.831482 -12.3695 3.46258 -2.53417
1196 -0.846111 -12.4083 3.27146 -2.43178
1197 -0.855204 -12.4463 3.02916 -2.33637
1198 -0.857513 -12.4824 2.68075 -2.23579
1199 -0.852239 -12.5153 2.16211 -2.09456
1200 3.08887 -7.58788 1.28132 0.428484
1201 3.08016 -7.61827 1.49129 0.201838
1202 3.07988 -7.65162 1.61946 0.0460181
1203 3.08757 -7.68693 1.6633 -0.0124317
1204 3.10226 -7.72317 1.63069 0.0243987
1205 3.12254 -7.75933 1.51968 0.146141
1206 3.14663 -7.79453 1.31991 0.34238
1207 3.17255 -7.82807 1.01957 0.604766
1208 3.19819 -7.85951 0.609711 0.929333
1209 3.2215 -7.88868 0.0856111 1.31955
1210 3.24063 -7.91566 -0.548561 1.78398
1211 3.25406 -7.9408 -1.25004 2.30677
1212 3.26069 -7.96464 -1.83071 2.74562
1213 3.25994 -7.98788 -1.9328 2.78898
1214 3.25179 -8.01126 -1.51192 2.4326
1215 3.23678 -8.03549 -0.909626 1.96257
1216 3.21596 -8.06118 -0.331536 1.54155
1217 3.19083 -8.08879 0.162129 1.1837
1218 3.16323 -8.11852 0.562022 0.88035
1219 3.13522 -8.15034 0.872623 0.62414
1220 3.10891 -8.18392 1.10532 0.415943
1221 3.08636 -8.21871 1.27497 0.262366
1222 3.06937 -8.25393 1.39393 0.174765
1223 3.05944 -8.28867 1.46212 0.168413
1224 3.05758 -8.32197 1.4578 0.256856
1225 3.06432 -8.35285 1.35053 0.432446
1226 3.07965 -8.38051 1.15051 0.651401
1227 3.10303 -8.40428 0.918987 0.864422
1228 3.13344 -8.42381 0.707747 1.05265
1229 3.16945 -8.43905 0.52686 1.21929
1230 3.20936 -8.45028 0.361146 1.36979
1231 3.25129 -8.45813 0.189083 1.50429
1232 3.29333 -8.46352 -0.00555982 1.61635
1233 3.33369 -8.46763 -0.226161 1.69249
1234 3.3708 -8.47177 -0.456425 1.70941
1235 3.4034 -8.47732 -0.649433 1.62428
1236 3.43067 -8.4856 -0.704978 1.3574
1237 3.45223 -8.49777 -0.457755 0.80346
1238 3.46813 -8.51473 0.151629 0.031432
1239 3.4789 -8.53702 0.849806 -0.627143
1240 3.48542 -8.56477 1.41792 -1.02849
1241 3.48886 -8.59766 1.81398 -1.23188
1242 3.49061 -8.63496 2.06533 -1.31215
1243 3.49212 -8.6755 2.19413 -1.31273
1244 3.49481 -8.7178 2.22352 -1.25965
1245 3.49996 -8.76015 2.18102 -1.17154
1246 3.5086 -8.80069 2.10015 -1.06509
1247 3.5215 -8.83761 2.01701 -0.956776
1248 3.53904 -8.8692 1.96395 -0.863812
1249 3.56127 -8.89406 1.9598 -0.804754
1250 3.58788 -8.91113 2.00201 -0.798024
1251 3.61827 -8.91984 2.07727 -0.853382
1252 3.65162 -8.92012 2.18255 -0.964514
1253 3.68693 -8.91243 2.3168 -1.11326
1254 3.72317 -8.89774 2.46645 -1.27812
1255 3.75933 -8.87746 2.60371 -1.43699
1256 3.79453 -8.85337 2.69556 -1.56862
1257 3.82807 -8.82745 2.71074 -1.65277
1258 3.85951 -8.80181 2.62325 -1.66797
1259 3.88868 -8.7785 2.40915 -1.5839
1260 3.91566 -8.75937 2.03285 -1.34461
1261 3.9408 -8.74594 1.42944 -0.848121
1262 3.96464 -8.73931 0.537875 0.0160182
1263 3.98788 -8.74006 -0.469304 1.09333
1264 4.01126 -8.74821 -1.21041 1.95305
1265 4.03549 -8.76322 -1.61066 2.47368
1266 4.06118 -8.78404 -1.81038 2.76262
1267 4.08879 -8.80917 -1.9078 2.91011
1268 4.11852 -8.83677 -1.94568 2.95803
1269 4.15034 -8.86478 -1.93682 2.92674
1270 4.18392 -8.89109 -1.88051 2.82826
1271 4.21871 -8.91364 -1.76892 2.67046
1272 4.25393 -8.93063 -1.58797 2.45523
1273 4.28867 -8.94056 -1.31805 2.17678
1274 4.32197 -8.94242 -0.946999 1.8303
1275 4.35285 -8.93568 -0.509345 1.44613
1276 4.38051 -8.92035 -0.107801 1.11451
1277 4.40428 -8.89697 0.162896 0.923825
1278 4.42381 -8.86656 0.287086 0.890512
1279 4.43905 -8.83055 0.300633 0.977228
1280 4.45028 -8.79064 0.248435 1.1332
1281 4.45813 -8.74871 0.170672 1.31098
1282 4.46352 -8.70667 0.102568 1.4706
1283 4.46763 -8.66631 0.0776556 1.58036
1284 4.47177 -8.6292 0.13285 1.61392
1285 4.47732 -8.5966 0.314513 1.54271
1286 4.4856 -8.56933 0.673797 1.31534
1287 4.49777 -8.54777 1.20091 0.876703
1288 4.51473 -8.53187 1.68135 0.257304
1289 4.53702 -8.5211 1.87934 -0.217404
1290 4.56477 -8.51458 1.83669 -0.530287
1291 4.59766 -8.51114 1.69563 -0.678893
1292 4.63496 -8.50939 1.51896 -0.760773
1293 4.6755 -8.50788 1.34208 -0.805917
1294 4.7178 -8.50519 1.18049 -0.829043
1295 4.76015 -8.50004 1.03704 -0.82258
1296 4.80069 -8.4914 0.900067 -0.765888
1297 4.83761 -8.4785 0.743739 -0.626881
1298 4.8692 -8.46096 0.532428 -0.368982
1299 4.89406 -8.43873 0.238643 0.02689
1300 4.91113 -8.41212 -0.115834 0.513515
1301 4.91984 -8.38173 -0.439728 0.96406
1302 4.92012 -8.34838 -0.638835 1.27058
1303 4.91243 -8.31307 -0.685491 1.41675
1304 4.89774 -8.27683 -0.589049 1.43395
1305 4.87746 -8.24067 -0.365053 1.35305
1306 4.85337 -8.20547 -0.0213564 1.19363
1307 4.82745 -8.17193 0.441951 0.966047
1308 4.80181 -8.14049 1.03549 0.674159
1309 4.7785 -8.11132 1.78564 0.316436
1310 4.75937 -8.08434 2.73196 -0.113084
1311 4.74594 -8.0592 3.87326 -0.602833
1312 4.73931 -8.03536 4.9578 -1.06589
1313 4.74006 -8.01212 5.32404 -1.23747
1314 4.74821 -7.98874 4.81374 -1.09965
1315 4.76322 -7.96451 3.95361 -0.759191
1316 4.78404 -7.93882 3.08865 -0.403867
1317 4.80917 -7.91121 2.30513 -0.0602107
1318 4.83677 -7.88148 1.61782 0.250838
1319 4.86478 -7.84966 1.03671 0.521386
1320 4.89109 -7.81608 0.577852 0.738976
1321 4.91364 -7.78129 0.260514 0.886969
1322 4.93063 -7.74607 0.104248 0.939699
1323 4.94056 -7.71133 0.125583 0.860067
1324 4.94242 -7.67803 0.324588 0.609332
1325 4.93568 -7.64715 0.651187 0.194804
1326 4.92035 -7.61949 1.00258 -0.285486
1327 4.89697 -7.59572 1.29967 -0.702117
1328 4.86656 -7.57619 1.54608 -1.00392
1329 4.83055 -7.56095 1.78329 -1.2003
1330 4.79064 -7.54972 2.05282 -1.32244
1331 4.74871 -7.54187 2.37948 -1.39757
1332 4.70667 -7.53648 2.77208 -1.44359
1333 4.66631 -7.53237 3.22647 -1.46525
1334 4.6292 -7.52823 3.72825 -1.44933
1335 4.5966 -7.52268 4.2404 -1.35397
1336 4.56933 -7.5144 4.64971 -1.09187
1337 4.54777 -7.50223 4.63901 -0.545797
1338 4.53187 -7.48527 3.87962 0.222836
1339 4.5211 -7.46298 2.70195 0.88042
1340 4.51458 -7.43523 1.68157 1.2935
1341 4.51114 -7.40234 0.960107 1.48781
1342 4.50939 -7.36504 0.481113 1.5367
1343 4.50788 -7.3245 0.176446 1.47871
1344 4.50519 -7.2822 -0.0064157 1.34759
1345 4.50004 -7.23985 -0.109574 1.17758
1346 4.4914 -7.19931 -0.172761 1.00968
1347 4.4785 -7.16239 -0.236445 0.892065
1348 4.46096 -7.1308 -0.339845 0.877938
1349 4.43873 -7.10594 -0.509761 1.01183
1350 4.41212 -7.08887 -0.736972 1.29209
1351 4.38173 -7.08016 -0.968364 1.64591
1352 4.34838 -7.07988 -1.1525 1.98349
1353 4.31307 -7.08757 -1.27337 2.26596
1354 4.27683 -7.10226 -1.33421 2.48913
1355 4.24067 -7.12254 -1.33752 2.65596
1356 4.20547 -7.14663 -1.28271 2.76551
1357 4.17193 -7.17255 -1.16956 2.8139
1358 4.14049 -7.19819 -0.999047 2.79499
1359 4.11132 -7.2215 -0.768843 2.69745
1360 4.08434 -7.24063 -0.462354 2.4899
1361 4.0592 -7.25406 -0.0412912 2.09988
1362 4.03536 -7.26069 0.527737 1.40068
1363 4.01212 -7.25994 1.11977 0.473467
1364 3.98874 -7.25179 1.56024 -0.374361
1365 3.96451 -7.23678 1.81841 -0.888899
1366 3.93882 -7.21596 1.98985 -1.19036
1367 3.91121 -7.19083 2.10226 -1.34255
1368 3.88148 -7.16323 2.16535 -1.39751
1369 3.84966 -7.13522 2.17817 -1.37706
1370 3.81608 -7.10891 2.14201 -1.29766
1371 3.78129 -7.08636 2.05941 -1.17466
1372 3.74607 -7.06937 1.93016 -1.02578
1373 3.71133 -7.05944 1.746 -0.870473
1374 3.67803 -7.05758 1.49347 -0.729807
1375 3.64715 -7.06432 1.18182 -0.626252
1376 3.61949 -7.07965 0.874255 -0.577685
1377 3.59572 -7.10303 0.648558 -0.581886
1378 3.57619 -7.13344 0.52973 -0.621377
1379 3.56095 -7.16945 0.495748 -0.675841
1380 3.54972 -7.20936 0.507016 -0.725784
1381 3.54187 -7.25129 0.523237 -0.754133
1382 3.53648 -7.29333 0.508414 -0.74414
1383 3.53237 -7.33369 0.432603 -0.67741
1384 3.52823 -7.3708 0.272698 -0.528924
1385 3.52268 -7.4034 0.0117184 -0.259691
1386 3.5144 -7.43067 -0.343166 0.184952
1387 3.50223 -7.45223 -0.720662 0.813284
1388 3.48527 -7.46813 -0.882952 1.43324
1389 3.46298 -7.4789 -0.802998 1.76476
1390 3.43523 -7.48542 -0.510303 1.85315
1391 3.40234 -7.48886 -0.215514 1.80992
1392 3.36504 -7.49061 0.0528711 1.71004
1393 3.3245 -7.49212 0.262216 1.58382
1394 3.2822 -7.49481 0.412049 1.44796
1395 3.23985 -7.49996 0.513758 1.31082
1396 3.19931 -7.5086 0.593778 1.17421
1397 3.16239 -7.5215 0.687205 1.03176
1398 3.1308 -7.53904 0.829519 0.868328
1399 3.10594 -7.56127 1.03718 0.666139
1400 -0.1455 -7.01064 1.12919 -0.732725
1401 -0.175781 -7.01973 0.526703 -0.217368
1402 -0.20399 -7.03751 0.153149 0.12862
1403 -0.229549 -7.06306 0.021756 0.294901
1404 -0.252105 -7.095 0.0736595 0.334528
1405 -0.271577 -7.1316 0.243047 0.307116
1406 -0.288176 -7.1709 0.476791 0.260636
1407 -0.3024 -7.21083 0.735135 0.229348
1408 -0.315007 -7.24939 0.991173 0.23478
1409 -0.326951 -7.28476 1.22662 0.283005
1410 -0.339316 -7.31544 1.426 0.367442
1411 -0.353216 -7.34032 1.54793 0.444031
1412 -0.369702 -7.35879 1.48124 0.430995
1413 -0.38966 -7.37071 1.10882 0.250912
1414 -0.41373 -7.37649 0.579607 -0.0308978
1415 -0.442228 -7.37695 0.110343 -0.296178
1416 -0.475101 -7.37331 -0.264795 -0.493283
1417 -0.511912 -7.36708 -0.57322 -0.612842
1418 -0.551844 -7.35992 -0.835425 -0.660457
1419 -0.593751 -7.35354 -1.05438 -0.653518
1420 -0.636221 -7.34955 -1.21709 -0.623303
1421 -0.677678 -7.34936 -1.29459 -0.611351
1422 -0.716493 -7.3541 -1.24162 -0.672902
1423 -0.751099 -7.36451 -0.993805 -0.855313
1424 -0.780117 -7.38094 -0.490125 -1.18708
1425 -0.802466 -7.4033 0.252519 -1.62504
1426 -0.817449 -7.43114 1.07109 -2.05255
1427 -0.824824 -7.46366 1.76807 -2.375
1428 -0.824831 -7.4998 2.26125 -2.5781
1429 -0.818195 -7.53834 2.561 -2.68069
1430 -0.806083 -7.57798 2.69948 -2.69431
1431 -0.790034 -7.61751 2.70249 -2.61869
1432 -0.771857 -7.6558 2.58571 -2.44834
1433 -0.753504 -7.69198 2.34823 -2.17791
1434 -0.736938 -7.72544 1.97206 -1.79792
1435 -0.72399 -7.75588 1.3909 -1.30236
1436 -0.716225 -7.7833 0.502534 -0.678146
1437 -0.714826 -7.80801 -0.756656 0.0275048
1438 -0.720503 -7.83056 -2.05553 0.580855
1439 -0.73344 -7.85166 -2.87842 0.766005
1440 -0.753266 -7.87214 -3.21742 0.677143
1441 -0.779084 -7.89281 -3.27957 0.474785
1442 -0.809519 -7.91443 -3.18191 0.241456
1443 -0.842818 -7.93761 -2.97588 0.011787
1444 -0.876964 -7.96273 -2.69151 -0.201138
1445 -0.909816 -7.98994 -2.3616 -0.393062
1446 -0.939261 -8.01912 -2.02879 -0.561066
1447 -0.963356 -8.04992 -1.75342 -0.698508
1448 -0.980464 -8.08175 -1.60372 -0.7845
1449 -0.989369 -8.11388 -1.65327 -0.783142
1450 -0.989358 -8.1455 -1.93008 -0.660668
1451 -0.980266 -8.17578 -2.37044 -0.435069
1452 -0.962487 -8.20399 -2.86076 -0.176576
1453 -0.936938 -8.22955 -3.32384 0.0568779
1454 -0.904997 -8.2521 -3.72358 0.246796
1455 -0.868397 -8.27158 -4.03471 0.397148
1456 -0.829101 -8.28818 -4.22912 0.516521
1457 -0.78917 -8.3024 -4.27156 0.611188
1458 -0.750609 -8.31501 -4.1162 0.671683
1459 -0.715237 -8.32695 -3.68994 0.674212
1460 -0.684561 -8.33932 -2.85951 0.552976
1461 -0.659679 -8.35322 -1.41181 0.193545
1462 -0.641214 -8.3697 0.808737 -0.531375
1463 -0.629285 -8.38966 3.25671 -1.49124
1464 -0.623511 -8.41373 4.9259 -2.28954
1465 -0.623052 -8.44223 5.69339 -2.79229
1466 -0.626689 -8.4751 5.92847 -3.07956
1467 -0.632921 -8.51191 5.87099 -3.21722
1468 -0.64008 -8.55184 5.63686 -3.24025
1469 -0.646463 -8.59375 5.28612 -3.17281
1470 -0.650454 -8.63622 4.86209 -3.0404
1471 -0.650637 -8.67768 4.39793 -2.8709
1472 -0.645898 -8.71649 3.92447 -2.69311
1473 -0.635487 -8.7511 3.45425 -2.52235
1474 -0.619062 -8.78012 3.0008 -2.36533
1475 -0.596698 -8.80247 2.59868 -2.22274
1476 -0.568857 -8.81745 2.32971 -2.11873
1477 -0.536338 -8.82482 2.26893 -2.09419
1478 -0.5002 -8.82483 2.42384 -2.16603
1479 -0.461665 -8.81819 2.74995 -2.31495
1480 -0.422015 -8.80608 3.18574 -2.50216
1481 -0.382492 -8.79003 3.66765 -2.68203
1482 -0.344198 -8.77186 4.13356 -2.81388
1483 -0.308017 -8.7535 4.52391 -2.85493
1484 -0.274559 -8.73694 4.77148 -2.77939
1485 -0.244125 -8.72399 4.76961 -2.52773
1486 -0.216702 -8.71623 4.31273 -2.01825
1487 -0.191989 -8.71483 3.06741 -1.13977
1488 -0.169441 -8.7205 1.06315 -0.0242794
1489 -0.148337 -8.73344 -0.86355 0.881907
1490 -0.127862 -8.75327 -2.17936 1.41444
1491 -0.107189 -8.77908 -2.9863 1.69802
1492 -0.0855662 -8.80952 -3.46574 1.84541
1493 -0.062392 -8.84282 -3.73168 1.91502
1494 -0.0372734 -8.87696 -3.84194 1.93025
1495 -0.0100641 -8.90982 -3.82259 1.89466
1496 0.019121 -8.93926 -3.67497 1.80101
1497 0.0499181 -8.96336 -3.37815 1.62786
1498 0.08175 -8.98046 -2.89018 1.34835
1499 0.113883 -8.98937 -2.17411 0.938378
1500 0.1455 -8.98936 -1.28578 0.429627
1501 0.175781 -8.98027 -0.436189 -0.0612923
1502 0.20399 -8.96249 0.155704 -0.416607
1503 0.229549 -8.93694 0.428479 -0.605849
1504 0.252105 -8.905 0.434814 -0.658167
1505 0.271577 -8.8684 0.251276 -0.613414
1506 0.288176 -8.8291 -0.0569489 -0.505608
1507 0.3024 -8.78917 -0.441768 -0.362453
1508 0.315007 -8.75061 -0.87674 -0.207393
1509 0.326951 -8.71524 -1.35029 -0.0596007
1510 0.339316 -8.68456 -1.86979 0.0551962
1511 0.353216 -8.65968 -2.40435 0.109041
1512 0.369702 -8.64121 -2.78451 0.0651619
1513 0.38966 -8.62929 -2.67673 -0.0753587
1514 0.41373 -8.62351 -2.1119 -0.220764
1515 0.442228 -8.62305 -1.44401 -0.304049
1516 0.475101 -8.62669 -0.825962 -0.333834
1517 0.511912 -8.63292 -0.270256 -0.334102
1518 0.551844 -8.64008 0.230139 -0.325128
1519 0.593751 -8.64646 0.668309 -0.319561
1520 0.636221 -8.65045 1.0171 -0.3192
1521 0.677678 -8.65064 1.23038 -0.315057
1522 0.716493 -8.6459 1.23934 -0.283169
1523 0.751099 -8.63549 0.955203 -0.187928
1524 0.780117 -8.61906 0.302048 0.00799122
1525 0.802466 -8.5967 -0.678595 0.308486
1526 0.817449 -8.56886 -1.74926 0.649517
1527 0.824824 -8.53634 -2.64534 0.941408
1528 0.824831 -8.5002 -3.27269 1.13504
1529 0.818195 -8.46166 -3.66282 1.21751
1530 0.806083 -8.42202 -3.87126 1.18424
1531 0.790034 -8.38249 -3.93947 1.02797
1532 0.771857 -8.3442 -3.88866 0.734397
1533 0.753504 -8.30802 -3.71753 0.279019
1534 0.736938 -8.27456 -3.39222 -0.391057
1535 0.72399 -8.24412 -2.82699 -1.34931
1536 0.716225 -8.2167 -1.85583 -2.69751
1537 0.714826 -8.19199 -0.321416 -4.29923
1538 0.720503 -8.16944 1.45249 -5.47338
1539 0.73344 -8.14834 2.73337 -5.71733
1540 0.753266 -8.12786 3.35774 -5.38447
1541 0.779084 -8.10719 3.54684 -4.85802
1542 0.809519 -8.08557 3.4664 -4.28065
1543 0.842818 -8.06239 3.20748 -3.70071
1544 0.876964 -8.03727 2.83261 -3.14429
1545 0.909816 -8.01006 2.40309 -2.63897
1546 0.939261 -7.98088 1.99509 -2.21003
1547 0.963356 -7.95008 1.69519 -1.88393
1548 0.980464 -7.91825 1.60698 -1.68437
1549 0.989369 -7.88612 1.82109 -1.62731
1550 0.989358 -7.8545 2.34788 -1.70883
1551 0.980266 -7.82422 3.05371 -1.89768
1552 0.962487 -7.79601 3.75847 -2.16072
1553 0.936938 -7.77045 4.36975 -2.48413
1554 0.904997 -7.7479 4.86911 -2.86378
1555 0.868397 -7.72842 5.25408 -3.29245
1556 0.829101 -7.71182 5.51627 -3.75589
1557 0.78917 -7.6976 5.639 -4.23291
1558 0.750609 -7.68499 5.59584 -4.69814
1559 0.715237 -7.67305 5.33864 -5.11531
1560 0.684561 -7.66068 4.76504 -5.42282
1561 0.659679 -7.64678 3.67097 -5.45005
1562 0.641214 -7.6303 1.80693 -4.84138
1563 0.629285 -7.61034 -0.536547 -3.38611
1564 0.623511 -7.58627 -2.411 -1.70244
1565 0.623052 -7.55777 -3.47633 -0.419676
1566 0.626689 -7.5249 -3.97664 0.418489
1567 0.632921 -7.48809 -4.13194 0.936316
1568 0.64008 -7.44816 -4.06229 1.23303
1569 0.646463 -7.40625 -3.83331 1.36855
1570 0.650454 -7.36378 -3.48875 1.38109
1571 0.650637 -7.32232 -3.07274 1.29769
1572 0.645898 -7.28351 -2.62447 1.14336
1573 0.635487 -7.2489 -2.194 0.946131
1574 0.619062 -7.21988 -1.83886 0.744836
1575 0.596698 -7.19753 -1.6307 0.595501
1576 0.568857 -7.18255 -1.62002 0.549663
1577 0.536338 -7.17518 -1.79345 0.612103
1578 0.5002 -7.17517 -2.09153 0.745048
1579 0.461665 -7.18181 -2.45249 0.903875
1580 0.422015 -7.19392 -2.82651 1.05423
1581 0.382492 -7.20997 -3.1735 1.17394
1582 0.344198 -7.22814 -3.45918 1.25183
1583 0.308017 -7.2465 -3.65134 1.28375
1584 0.274559 -7.26306 -3.70735 1.26735
1585 0.244125 -7.27601 -3.54969 1.18171
1586 0.216702 -7.28377 -3.01572 0.974569
1587 0.191989 -7.28517 -1.86035 0.537214
1588 0.169441 -7.2795 -0.167569 -0.136429
1589 0.148337 -7.26656 1.37842 -0.815151
1590 0.127862 -7.24673 2.40631 -1.34596
1591 0.107189 -7.22092 3.02733 -1.74646
1592 0.0855662 -7.19048 3.38497 -2.04832
1593 0.062392 -7.15718 3.56042 -2.26205
1594 0.0372734 -7.12304 3.59224 -2.38544
1595 0.0100641 -7.09018 3.49601 -2.40974
1596 -0.019121 -7.06074 3.27855 -2.32804
1597 -0.0499181 -7.03664 2.93281 -2.12439
1598 -0.08175 -7.01954 2.44821 -1.78353
1599 -0.113883 -7.01063 1.82375 -1.30063
1600 12.7539 -3.34301 0.604388 0.95557
1601 12.7299 -3.32244 0.444538 0.922743
1602 12.6997 -3.30831 0.32096 0.931144
1603 12.6644 -3.30061 0.263454 0.98029
1604 12.6253 -3.29889 0.278365 1.04795
1605 12.584 -3.30228 0.354225 1.11144
1606 12.542 -3.30954 0.475122 1.14812
1607 12.5007 -3.31915 0.621277 1.13872
1608 12.4614 -3.32938 0.77191 1.06764
1609 12.4252 -3.33844 0.907081 0.920746
1610 12.3927 -3.34461 1.00721 0.679411
1611 12.3643 -3.34635 1.04572 0.317442
1612 12.3398 -3.34246 0.976196 -0.165505
1613 12.319 -3.33211 0.784541 -0.633245
1614 12.3011 -3.31497 0.582485 -0.902043
1615 12.2853 -3.29124 0.466887 -0.987
1616 12.2706 -3.26161 0.428727 -0.983557
1617 12.256 -3.22727 0.431729 -0.944251
1618 12.2404 -3.1898 0.44664 -0.890243
1619 12.2232 -3.15109 0.455765 -0.827012
1620 12.2036 -3.1132 0.451123 -0.752849
1621 12.1813 -3.07821 0.43185 -0.661898
1622 12.1564 -3.04811 0.401668 -0.545682
1623 12.1289 -3.02462 0.366781 -0.395374
1624 12.0994 -3.00907 0.334032 -0.209636
1625 12.0685 -3.00235 0.310598 -0.0110048
1626 12.037 -3.00479 0.299903 0.153138
1627 12.0057 -3.01615 0.303773 0.248091
1628 11.9752 -3.03567 0.307664 0.27523
1629 11.9464 -3.06207 0.308163 0.253635
1630 11.9196 -3.09369 0.290434 0.196555
1631 11.895 -3.12855 0.244789 0.115824
1632 11.8726 -3.16453 0.161816 0.0193735
1633 11.8521 -3.19953 0.0349982 -0.0851176
1634 11.8329 -3.23154 -0.138986 -0.189628
1635 11.8143 -3.25888 -0.356333 -0.283638
1636 11.7954 -3.28023 -0.59163 -0.349289
1637 11.7753 -3.29476 -0.756395 -0.353103
1638 11.7533 -3.30217 -0.710699 -0.271954
1639 11.7285 -3.30268 -0.468553 -0.159825
1640 11.7006 -3.29706 -0.17987 -0.0810113
1641 11.6693 -3.28651 0.0743546 -0.0433289
1642 11.6346 -3.27258 0.275326 -0.0340782
1643 11.5971 -3.25708 0.42356 -0.040554
1644 11.5575 -3.24192 0.526627 -0.0543959
1645 11.5169 -3.22898 0.596573 -0.0725034
1646 11.4764 -3.21997 0.648001 -0.0965292
1647 11.4375 -3.21634 0.69447 -0.131363
1648 11.4015 -3.21914 0.742777 -0.182065
1649 11.3696 -3.22901 0.785152 -0.247735
1650 11.343 -3.2461 0.799443 -0.315063
1651 11.3224 -3.27011 0.769553 -0.361463
1652 11.3083 -3.30031 0.712091 -0.378688
1653 11.3006 -3.33562 0.643489 -0.3642
1654 11.2989 -3.37468 0.58264 -0.325628
1655 11.3023 -3.416 0.525448 -0.260842
1656 11.3095 -3.45804 0.467789 -0.163442
1657 11.3191 -3.49932 0.406083 -0.0227461
1658 11.3294 -3.53858 0.345179 0.176942
1659 11.3384 -3.5748 0.303608 0.459193
1660 11.3446 -3.6073 0.321382 0.85642
1661 11.3464 -3.63574 0.465285 1.39102
1662 11.3425 -3.66019 0.800483 1.97954
1663 11.3321 -3.68101 1.25034 2.31956
1664 11.315 -3.69887 1.62213 2.24996
1665 11.2912 -3.71466 1.8546 1.95885
1666 11.2616 -3.72936 1.98778 1.61795
1667 11.2273 -3.744 2.04236 1.28316
1668 11.1898 -3.75955 2.03381 0.976856
1669 11.1511 -3.77682 1.97651 0.711904
1670 11.1132 -3.79641 1.89068 0.499769
1671 11.0782 -3.81866 1.80023 0.349054
1672 11.0481 -3.84362 1.72847 0.264516
1673 11.0246 -3.87108 1.6911 0.246182
1674 11.0091 -3.90058 1.68684 0.286575
1675 11.0024 -3.93147 1.69449 0.365121
1676 11.0048 -3.96299 1.69659 0.453871
1677 11.0162 -3.99434 1.70428 0.540633
1678 11.0357 -4.02475 1.73791 0.636031
1679 11.0621 -4.0536 1.8033 0.757148
1680 11.0937 -4.08042 1.8889 0.918147
1681 11.1285 -4.105 1.97813 1.12663
1682 11.1645 -4.1274 2.05379 1.38548
1683 11.1995 -4.14793 2.10467 1.69455
1684 11.2315 -4.16714 2.12839 2.05244
1685 11.2589 -4.18575 2.12883 2.44962
1686 11.2802 -4.20463 2.10056 2.83328
1687 11.2948 -4.22467 1.99311 3.01153
1688 11.3022 -4.24671 1.74707 2.71409
1689 11.3027 -4.27146 1.46729 2.07001
1690 11.2971 -4.2994 1.2813 1.43967
1691 11.2865 -4.33074 1.18972 0.949791
1692 11.2726 -4.36538 1.14821 0.589248
1693 11.2571 -4.40288 1.12604 0.329016
1694 11.2419 -4.44246 1.1087 0.146354
1695 11.229 -4.48311 1.09501 0.0243895
1696 11.22 -4.52357 1.09086 -0.0521696
1697 11.2163 -4.56251 1.10307 -0.0992888
1698 11.2191 -4.59854 1.13251 -0.133739
1699 11.229 -4.63039 1.1669 -0.17057
1700 11.2461 -4.65699 1.18252 -0.216808
1701 11.2701 -4.67756 1.16921 -0.265786
1702 11.3003 -4.69169 1.14757 -0.303456
1703 11.3356 -4.69939 1.14237 -0.318883
1704 11.3747 -4.70111 1.15858 -0.305517
1705 11.416 -4.69772 1.18349 -0.258749
1706 11.458 -4.69046 1.19646 -0.17687
1707 11.4993 -4.68085 1.17525 -0.0617751
1708 11.5386 -4.67062 1.09965 0.0808066
1709 11.5748 -4.66156 0.952107 0.242722
1710 11.6073 -4.65539 0.715244 0.414228
